(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(74848, -76, 4);[40, 300, 10, 8];משיח;18617;(27, 141, 4, 14, 18617);אלחם;4;(27, 141, 4, 50, 74848);אל תט לבי לדבר רע להתעולל עללות ברשע את אישים פעלי און ובל אלחם במנעמיהם
(20576, -74, 4);[40, 300, 10, 8];משיח;5167;(27, 41, 5, 2, 5167);אמרתי;2;(27, 41, 5, 5, 20576);אני אמרתי יהוה חנני רפאה נפשי כי חטאתי לך
(25530, -74, 4);[40, 300, 10, 8];משיח;6416;(27, 50, 21, 7, 6416);כמוך;2;(27, 50, 21, 28, 25530);אלה עשית והחרשתי דמית היות אהיה כמוך אוכיחך ואערכה לעיניך
(74853, -73, 4);[40, 300, 10, 8];משיח;18618;(27, 141, 4, 15, 18618);במנעמיהם;5;(27, 141, 4, 55, 74853);אל תט לבי לדבר רע להתעולל עללות ברשע את אישים פעלי און ובל אלחם במנעמיהם
(55258, -72, 4);[40, 300, 10, 8];משיח;13777;(27, 104, 23, 2, 13777);אדם;3;(27, 104, 23, 6, 55258);יצא אדם לפעלו ולעבדתו עדי ערב
(60879, -71, 4);[40, 300, 10, 8];משיח;15123;(27, 110, 2, 5, 15123);מציון;1;(27, 110, 2, 15, 60879);מטה עזך ישלח יהוה מציון רדה בקרב איביך
(7947, -70, 4);[40, 300, 10, 8];משיח;2003;(27, 19, 2, 5, 2003);ומעשה;2;(27, 19, 2, 19, 7947);השמים מספרים כבוד אל ומעשה ידיו מגיד הרקיע
(30129, -70, 4);[40, 300, 10, 8];משיח;7561;(27, 60, 9, 5, 7561);ואפרים;6;(27, 60, 9, 19, 30129);לי גלעד ולי מנשה ואפרים מעוז ראשי יהודה מחקקי
(19038, -69, 4);[40, 300, 10, 8];משיח;4782;(27, 38, 17, 6, 4782);במוט;2;(27, 38, 17, 18, 19038);כי אמרתי פן ישמחו לי במוט רגלי עלי הגדילו
(20791, -69, 4);[40, 300, 10, 8];משיח;5227;(27, 41, 11, 4, 5227);והקימני;5;(27, 41, 11, 17, 20791);ואתה יהוה חנני והקימני ואשלמה להם
(71519, -69, 4);[40, 300, 10, 8];משיח;17768;(27, 134, 1, 2, 17768);המעלות;2;(27, 134, 1, 5, 71519);שיר המעלות הנה ברכו את יהוה כל עבדי יהוה העמדים בבית יהוה בלילות
(17169, -67, 4);[40, 300, 10, 8];משיח;4318;(27, 36, 8, 6, 4318);אדם;3;(27, 36, 8, 21, 17169);מה יקר חסדך אלהים ובני אדם בצל כנפיך יחסיון
(26412, -64, 4);[40, 300, 10, 8];משיח;6632;(27, 52, 6, 6, 6632);מרמה;3;(27, 52, 6, 20, 26412);אהבת כל דברי בלע לשון מרמה
(27794, -62, 4);[40, 300, 10, 8];משיח;6977;(27, 55, 22, 2, 6977);מחמאת;3;(27, 55, 22, 7, 27794);חלקו מחמאת פיו וקרב לבו רכו דבריו משמן והמה פתחות
(49091, -62, 4);[40, 300, 10, 8];משיח;12227;(27, 91, 3, 4, 12227);מפח;1;(27, 91, 3, 11, 49091);כי הוא יצילך מפח יקוש מדבר הוות
(73120, -62, 4);[40, 300, 10, 8];משיח;18171;(27, 137, 6, 7, 18171);אם;2;(27, 137, 6, 25, 73120);תדבק לשוני לחכי אם לא אזכרכי אם לא אעלה את ירושלם על ראש שמחתי
(35891, -58, 4);[40, 300, 10, 8];משיח;8971;(27, 71, 6, 4, 8971);ממעי;2;(27, 71, 6, 16, 35891);עליך נסמכתי מבטן ממעי אמי אתה גוזי בך תהלתי תמיד
(71422, -57, 4);[40, 300, 10, 8];משיח;17739;(27, 133, 2, 1, 17739);כשמן;3;(27, 133, 2, 3, 71422);כשמן הטוב על הראש ירד על הזקן זקן אהרן שירד על פי מדותיו
(30849, -56, 4);[40, 300, 10, 8];משיח;7745;(27, 62, 9, 9, 7745);אלהים;5;(27, 62, 9, 32, 30849);בטחו בו בכל עת עם שפכו לפניו לבבכם אלהים מחסה לנו סלה
(5641, -55, 4);[40, 300, 10, 8];משיח;1445;(27, 16, 8, 8, 1445);אמוט;2;(27, 16, 8, 30, 5641);שויתי יהוה לנגדי תמיד כי מימיני בל אמוט
(24693, -55, 4);[40, 300, 10, 8];משיח;6197;(27, 49, 15, 4, 6197);מות;1;(27, 49, 15, 13, 24693);כצאן לשאול שתו מות ירעם וירדו בם ישרים לבקר וצירם לבלות שאול מזבל לו
(29138, -55, 4);[40, 300, 10, 8];משיח;7322;(27, 58, 11, 6, 7322);פעמיו;3;(27, 58, 11, 19, 29138);ישמח צדיק כי חזה נקם פעמיו ירחץ בדם הרשע
(26932, -54, 4);[40, 300, 10, 8];משיח;6767;(27, 54, 2, 7, 6767);מסתתר;1;(27, 54, 2, 27, 26932);בבא הזיפים ויאמרו לשאול הלא דוד מסתתר עמנו
(36543, -54, 4);[40, 300, 10, 8];משיח;9132;(27, 72, 1, 1, 9132);לשלמה;4;(27, 72, 1, 4, 36543);לשלמה אלהים משפטיך למלך תן וצדקתך לבן מלך
(11330, -51, 4);[40, 300, 10, 8];משיח;2849;(27, 25, 22, 2, 2849);אלהים;5;(27, 25, 22, 8, 11330);פדה אלהים את ישראל מכל צרותיו
(1226, -50, 4);[40, 300, 10, 8];משיח;312;(27, 5, 2, 1, 312);אמרי;2;(27, 5, 2, 2, 1226);אמרי האזינה יהוה בינה הגיגי
(27938, -50, 4);[40, 300, 10, 8];משיח;7014;(27, 56, 1, 4, 7014);אלם;3;(27, 56, 1, 14, 27938);למנצח על יונת אלם רחקים לדוד מכתם באחז אותו פלשתים בגת
(27815, -48, 4);[40, 300, 10, 8];משיח;6983;(27, 55, 22, 8, 6983);משמן;1;(27, 55, 22, 28, 27815);חלקו מחמאת פיו וקרב לבו רכו דבריו משמן והמה פתחות
(41445, -48, 4);[40, 300, 10, 8];משיח;10350;(27, 78, 44, 4, 10350);ונזליהם;7;(27, 78, 44, 21, 41445);ויהפך לדם יאריהם ונזליהם בל ישתיון
(18514, -46, 4);[40, 300, 10, 8];משיח;4649;(27, 37, 40, 4, 4649);יפלטם;5;(27, 37, 40, 21, 18514);ויעזרם יהוה ויפלטם יפלטם מרשעים ויושיעם כי חסו בו
(32032, -46, 4);[40, 300, 10, 8];משיח;8045;(27, 65, 11, 1, 8045);תלמיה;3;(27, 65, 11, 3, 32032);תלמיה רוה נחת גדודה ברביבים תמגגנה צמחה תברך
(16648, -44, 4);[40, 300, 10, 8];משיח;4191;(27, 35, 20, 9, 4191);מרמות;3;(27, 35, 20, 30, 16648);כי לא שלום ידברו ועל רגעי ארץ דברי מרמות יחשבון
(73731, -44, 4);[40, 300, 10, 8];משיח;18333;(27, 139, 8, 3, 18333);שמים;4;(27, 139, 8, 9, 73731);אם אסק שמים שם אתה ואציעה שאול הנך
(29239, -43, 4);[40, 300, 10, 8];משיח;7348;(27, 59, 2, 2, 7348);מאיבי;1;(27, 59, 2, 7, 29239);הצילני מאיבי אלהי ממתקוממי תשגבני
(72110, -43, 4);[40, 300, 10, 8];משיח;17917;(27, 135, 17, 2, 17917);להם;3;(27, 135, 17, 8, 72110);אזנים להם ולא יאזינו אף אין יש רוח בפיהם
(77823, -40, 4);[40, 300, 10, 8];משיח;19339;(27, 147, 16, 3, 19339);כצמר;3;(27, 147, 16, 10, 77823);הנתן שלג כצמר כפור כאפר יפזר
(14438, -39, 4);[40, 300, 10, 8];משיח;3632;(27, 32, 5, 6, 3632);אמרתי;2;(27, 32, 5, 25, 14438);חטאתי אודיעך ועוני לא כסיתי אמרתי אודה עלי פשעי ליהוה ואתה נשאת עון חטאתי סלה
(74834, -39, 4);[40, 300, 10, 8];משיח;18613;(27, 141, 4, 10, 18613);אישים;5;(27, 141, 4, 36, 74834);אל תט לבי לדבר רע להתעולל עללות ברשע את אישים פעלי און ובל אלחם במנעמיהם
(25598, -38, 4);[40, 300, 10, 8];משיח;6432;(27, 50, 23, 4, 6432);ושם;3;(27, 50, 23, 17, 25598);זבח תודה יכבדנני ושם דרך אראנו בישע אלהים
(27716, -36, 4);[40, 300, 10, 8];משיח;6957;(27, 55, 19, 9, 6957);עמדי;2;(27, 55, 19, 30, 27716);פדה בשלום נפשי מקרב לי כי ברבים היו עמדי
(76961, -35, 4);[40, 300, 10, 8];משיח;19125;(27, 145, 19, 6, 19125);ישמע;3;(27, 145, 19, 24, 76961);רצון יראיו יעשה ואת שועתם ישמע ויושיעם
(59581, -34, 4);[40, 300, 10, 8];משיח;14804;(27, 108, 5, 3, 14804);מעל;1;(27, 108, 5, 7, 59581);כי גדול מעל שמים חסדך ועד שחקים אמתך
(4294, -33, 4);[40, 300, 10, 8];משיח;1089;(27, 11, 4, 12, 1089);אדם;3;(27, 11, 4, 52, 4294);יהוה בהיכל קדשו יהוה בשמים כסאו עיניו יחזו עפעפיו יבחנו בני אדם
(17424, -33, 4);[40, 300, 10, 8];משיח;4385;(27, 37, 4, 6, 4385);משאלת;1;(27, 37, 4, 19, 17424);והתענג על יהוה ויתן לך משאלת לבך
(48218, -33, 4);[40, 300, 10, 8];משיח;12006;(27, 89, 46, 3, 12006);עלומיו;4;(27, 89, 46, 12, 48218);הקצרת ימי עלומיו העטית עליו בושה סלה
(62169, -33, 4);[40, 300, 10, 8];משיח;15452;(27, 115, 2, 3, 15452);הגוים;5;(27, 115, 2, 13, 62169);למה יאמרו הגוים איה נא אלהיהם
(20373, -32, 4);[40, 300, 10, 8];משיח;5118;(27, 40, 17, 5, 5118);מבקשיך;1;(27, 40, 17, 16, 20373);ישישו וישמחו בך כל מבקשיך יאמרו תמיד יגדל יהוה אהבי תשועתך
(77338, -32, 4);[40, 300, 10, 8];משיח;19221;(27, 146, 9, 9, 19221);רשעים;5;(27, 146, 9, 37, 77338);יהוה שמר את גרים יתום ואלמנה יעודד ודרך רשעים יעות
(5192, -30, 4);[40, 300, 10, 8];משיח;1323;(27, 15, 1, 1, 1323);מזמור;1;(27, 15, 1, 1, 5192);מזמור לדוד יהוה מי יגור באהלך מי ישכן בהר קדשך
(26812, -29, 4);[40, 300, 10, 8];משיח;6738;(27, 53, 6, 10, 6738);עצמות;3;(27, 53, 6, 30, 26812);שם פחדו פחד לא היה פחד כי אלהים פזר עצמות חנך הבשתה כי אלהים מאסם
(41388, -29, 4);[40, 300, 10, 8];משיח;10337;(27, 78, 42, 7, 10337);פדם;3;(27, 78, 42, 20, 41388);לא זכרו את ידו יום אשר פדם מני צר
(43725, -29, 4);[40, 300, 10, 8];משיח;10896;(27, 81, 11, 5, 10896);מארץ;1;(27, 81, 11, 19, 43725);אנכי יהוה אלהיך המעלך מארץ מצרים הרחב פיך ואמלאהו
(14277, -28, 4);[40, 300, 10, 8];משיח;3590;(27, 31, 25, 5, 3590);המיחלים;7;(27, 31, 25, 23, 14277);חזקו ויאמץ לבבכם כל המיחלים ליהוה
(56415, -28, 4);[40, 300, 10, 8];משיח;14066;(27, 105, 29, 4, 14066);לדם;3;(27, 105, 29, 14, 56415);הפך את מימיהם לדם וימת את דגתם
(26689, -27, 4);[40, 300, 10, 8];משיח;6701;(27, 53, 3, 6, 6701);אדם;3;(27, 53, 3, 23, 26689);אלהים משמים השקיף על בני אדם לראות היש משכיל דרש את אלהים
(39610, -27, 4);[40, 300, 10, 8];משיח;9906;(27, 77, 7, 4, 9906);עם;2;(27, 77, 7, 18, 39610);אזכרה נגינתי בלילה עם לבבי אשיחה ויחפש רוחי
(31479, -26, 4);[40, 300, 10, 8];משיח;7909;(27, 64, 5, 2, 7909);במסתרים;7;(27, 64, 5, 11, 31479);לירת במסתרים תם פתאם ירהו ולא ייראו
(25991, -25, 4);[40, 300, 10, 8];משיח;6526;(27, 51, 13, 8, 6526);ממני;1;(27, 51, 13, 29, 25991);אל תשליכני מלפניך ורוח קדשך אל תקח ממני
(28029, -25, 4);[40, 300, 10, 8];משיח;7037;(27, 56, 3, 7, 7037);לחמים;5;(27, 56, 3, 26, 28029);שאפו שוררי כל היום כי רבים לחמים לי מרום
(75262, -23, 4);[40, 300, 10, 8];משיח;18721;(27, 142, 6, 6, 18721);מחסי;1;(27, 142, 6, 22, 75262);זעקתי אליך יהוה אמרתי אתה מחסי חלקי בארץ החיים
(74932, -19, 4);[40, 300, 10, 8];משיח;18636;(27, 141, 6, 5, 18636);ושמעו;3;(27, 141, 6, 21, 74932);נשמטו בידי סלע שפטיהם ושמעו אמרי כי נעמו
(73705, -18, 4);[40, 300, 10, 8];משיח;18327;(27, 139, 7, 3, 18327);מרוחך;1;(27, 139, 7, 7, 73705);אנה אלך מרוחך ואנה מפניך אברח
(31731, -17, 4);[40, 300, 10, 8];משיח;7972;(27, 65, 2, 4, 7972);אלהים;5;(27, 65, 2, 15, 31731);לך דמיה תהלה אלהים בציון ולך ישלם נדר
(14719, -14, 4);[40, 300, 10, 8];משיח;3703;(27, 33, 1, 2, 3703);צדיקים;6;(27, 33, 1, 10, 14719);רננו צדיקים ביהוה לישרים נאוה תהלה
(16716, -12, 4);[40, 300, 10, 8];משיח;4208;(27, 35, 22, 8, 4208);ממני;2;(27, 35, 22, 27, 16716);ראיתה יהוה אל תחרש אדני אל תרחק ממני
(48136, -12, 4);[40, 300, 10, 8];משיח;11987;(27, 89, 43, 2, 11987);ימין;2;(27, 89, 43, 8, 48136);הרימות ימין צריו השמחת כל אויביו
(18671, -11, 4);[40, 300, 10, 8];משיח;4688;(27, 38, 5, 8, 4688);ממני;2;(27, 38, 5, 29, 18671);כי עונתי עברו ראשי כמשא כבד יכבדו ממני
(19130, -11, 4);[40, 300, 10, 8];משיח;4804;(27, 38, 21, 1, 4804);ומשלמי;5;(27, 38, 21, 5, 19130);ומשלמי רעה תחת טובה ישטנוני תחת רדופי טוב
(15136, -8, 4);[40, 300, 10, 8];משיח;3814;(27, 33, 16, 2, 3814);המלך;2;(27, 33, 16, 5, 15136);אין המלך נושע ברב חיל גבור לא ינצל ברב כח
(6752, -5, 4);[40, 300, 10, 8];משיח;1709;(27, 18, 13, 1, 1709);מנגה;1;(27, 18, 13, 1, 6752);מנגה נגדו עביו עברו ברד וגחלי אש
(39803, -5, 4);[40, 300, 10, 8];משיח;9954;(27, 77, 14, 4, 9954);מי;1;(27, 77, 14, 14, 39803);אלהים בקדש דרכך מי אל גדול כאלהים
(56662, -5, 4);[40, 300, 10, 8];משיח;14128;(27, 105, 39, 3, 14128);למסך;2;(27, 105, 39, 8, 56662);פרש ענן למסך ואש להאיר לילה
(56262, -4, 4);[40, 300, 10, 8];משיח;14025;(27, 105, 23, 3, 14025);מצרים;1;(27, 105, 23, 10, 56262);ויבא ישראל מצרים ויעקב גר בארץ חם
(20650, -74, 5);[30, 40, 300, 10, 8];למשיח;5188;(27, 41, 7, 6, 5188);לבו;1;(27, 41, 7, 18, 20650);ואם בא לראות שוא ידבר לבו יקבץ און לו יצא לחוץ ידבר
(27752, -36, 5);[30, 40, 300, 10, 8];למשיח;6967;(27, 55, 20, 10, 6967);למו;1;(27, 55, 20, 34, 27752);ישמע אל ויענם וישב קדם סלה אשר אין חליפות למו ולא יראו אלהים
(59615, -34, 5);[30, 40, 300, 10, 8];למשיח;14813;(27, 108, 6, 4, 14813);אלהים;2;(27, 108, 6, 12, 59615);רומה על שמים אלהים ועל כל הארץ כבודך
(75318, -92, 5);[40, 40, 300, 10, 8];ממשיח;18735;(27, 142, 7, 11, 18735);ממני;1;(27, 142, 7, 40, 75318);הקשיבה אל רנתי כי דלותי מאד הצילני מרדפי כי אמצו ממני
(77863, -40, 5);[40, 40, 300, 10, 8];ממשיח;19349;(27, 147, 17, 7, 19349);יעמד;3;(27, 147, 17, 27, 77863);משליך קרחו כפתים לפני קרתו מי יעמד
(4327, -33, 5);[40, 40, 300, 10, 8];ממשיח;1098;(27, 11, 6, 1, 1098);ימטר;2;(27, 11, 6, 2, 4327);ימטר על רשעים פחים אש וגפרית ורוח זלעפות מנת כוסם
(31748, -17, 5);[40, 40, 300, 10, 8];ממשיח;7977;(27, 65, 3, 1, 7977);שמע;2;(27, 65, 3, 2, 31748);שמע תפלה עדיך כל בשר יבאו
(56266, -4, 5);[40, 40, 300, 10, 8];ממשיח;14025;(27, 105, 23, 3, 14025);מצרים;5;(27, 105, 23, 14, 56266);ויבא ישראל מצרים ויעקב גר בארץ חם
(7947, -70, 6);[40, 300, 10, 8, 40, 10];משיח מי;2003;(27, 19, 2, 5, 2003);ומעשה;2;(27, 19, 2, 19, 7947);השמים מספרים כבוד אל ומעשה ידיו מגיד הרקיע
(19141, -11, 5);[5, 40, 300, 10, 8];המשיח;4807;(27, 38, 21, 4, 4807);טובה;4;(27, 38, 21, 16, 19141);ומשלמי רעה תחת טובה ישטנוני תחת רדופי טוב
(75214, -88, 5);[40, 300, 10, 8, 10];משיחי;18709;(27, 142, 5, 6, 18709);מכיר;1;(27, 142, 5, 19, 75214);הביט ימין וראה ואין לי מכיר אבד מנוס ממני אין דורש לנפשי
(11610, -76, 5);[40, 300, 10, 8, 10];משיחי;2918;(27, 26, 9, 6, 2918);ועם;3;(27, 26, 9, 20, 11610);אל תאסף עם חטאים נפשי ועם אנשי דמים חיי
(26812, -29, 5);[40, 300, 10, 8, 10];משיחי;6738;(27, 53, 6, 10, 6738);עצמות;3;(27, 53, 6, 30, 26812);שם פחדו פחד לא היה פחד כי אלהים פזר עצמות חנך הבשתה כי אלהים מאסם
(31731, -17, 5);[40, 300, 10, 8, 10];משיחי;7972;(27, 65, 2, 4, 7972);אלהים;5;(27, 65, 2, 15, 31731);לך דמיה תהלה אלהים בציון ולך ישלם נדר
(16716, -12, 5);[40, 300, 10, 8, 10];משיחי;4208;(27, 35, 22, 8, 4208);ממני;2;(27, 35, 22, 27, 16716);ראיתה יהוה אל תחרש אדני אל תרחק ממני
(48136, -12, 5);[40, 300, 10, 8, 10];משיחי;11987;(27, 89, 43, 2, 11987);ימין;2;(27, 89, 43, 8, 48136);הרימות ימין צריו השמחת כל אויביו
(39803, -5, 5);[40, 300, 10, 8, 10];משיחי;9954;(27, 77, 14, 4, 9954);מי;1;(27, 77, 14, 14, 39803);אלהים בקדש דרכך מי אל גדול כאלהים
(56662, -5, 5);[40, 300, 10, 8, 10];משיחי;14128;(27, 105, 39, 3, 14128);למסך;2;(27, 105, 39, 8, 56662);פרש ענן למסך ואש להאיר לילה
(31748, -17, 6);[40, 40, 300, 10, 8, 10];ממשיחי;7977;(27, 65, 3, 1, 7977);שמע;2;(27, 65, 3, 2, 31748);שמע תפלה עדיך כל בשר יבאו
(35374, -99, 5);[40, 300, 10, 8, 20];משיחך;8848;(27, 69, 33, 7, 8848);לבבכם;5;(27, 69, 33, 31, 35374);ראו ענוים ישמחו דרשי אלהים ויחי לבבכם
(31424, -95, 5);[40, 300, 10, 8, 20];משיחך;7896;(27, 64, 3, 3, 7896);מרעים;1;(27, 64, 3, 12, 31424);תסתירני מסוד מרעים מרגשת פעלי און
(25530, -74, 5);[40, 300, 10, 8, 20];משיחך;6416;(27, 50, 21, 7, 6416);כמוך;2;(27, 50, 21, 28, 25530);אלה עשית והחרשתי דמית היות אהיה כמוך אוכיחך ואערכה לעיניך
(76961, -35, 5);[40, 300, 10, 8, 20];משיחך;19125;(27, 145, 19, 6, 19125);ישמע;3;(27, 145, 19, 24, 76961);רצון יראיו יעשה ואת שועתם ישמע ויושיעם
(59581, -34, 5);[40, 300, 10, 8, 20];משיחך;14804;(27, 108, 5, 3, 14804);מעל;1;(27, 108, 5, 7, 59581);כי גדול מעל שמים חסדך ועד שחקים אמתך
(5192, -30, 5);[40, 300, 10, 8, 20];משיחך;1323;(27, 15, 1, 1, 1323);מזמור;1;(27, 15, 1, 1, 5192);מזמור לדוד יהוה מי יגור באהלך מי ישכן בהר קדשך
(59615, -34, 6);[30, 40, 300, 10, 8, 20];למשיחך;14813;(27, 108, 6, 4, 14813);אלהים;2;(27, 108, 6, 12, 59615);רומה על שמים אלהים ועל כל הארץ כבודך
(22615, -93, 5);[40, 300, 10, 8, 6];משיחו;5674;(27, 45, 3, 11, 5674);לעולם;5;(27, 45, 3, 45, 22615);יפיפית מבני אדם הוצק חן בשפתותיך על כן ברכך אלהים לעולם
(75329, -90, 5);[40, 300, 10, 8, 6];משיחו;18737;(27, 142, 8, 2, 18737);ממסגר;2;(27, 142, 8, 8, 75329);הוציאה ממסגר נפשי להודות את שמך בי יכתרו צדיקים כי תגמל עלי
(55115, -78, 5);[40, 300, 10, 8, 6];משיחו;13743;(27, 104, 18, 1, 13743);הרים;4;(27, 104, 18, 4, 55115);הרים הגבהים ליעלים סלעים מחסה לשפנים
(26034, -77, 5);[40, 300, 10, 8, 6];משיחו;6535;(27, 51, 15, 2, 6535);פשעים;5;(27, 51, 15, 10, 26034);אלמדה פשעים דרכיך וחטאים אליך ישובו
(74853, -73, 5);[40, 300, 10, 8, 6];משיחו;18618;(27, 141, 4, 15, 18618);במנעמיהם;5;(27, 141, 4, 55, 74853);אל תט לבי לדבר רע להתעולל עללות ברשע את אישים פעלי און ובל אלחם במנעמיהם
(49091, -62, 5);[40, 300, 10, 8, 6];משיחו;12227;(27, 91, 3, 4, 12227);מפח;1;(27, 91, 3, 11, 49091);כי הוא יצילך מפח יקוש מדבר הוות
(30849, -56, 5);[40, 300, 10, 8, 6];משיחו;7745;(27, 62, 9, 9, 7745);אלהים;5;(27, 62, 9, 32, 30849);בטחו בו בכל עת עם שפכו לפניו לבבכם אלהים מחסה לנו סלה
(16648, -44, 5);[40, 300, 10, 8, 6];משיחו;4191;(27, 35, 20, 9, 4191);מרמות;3;(27, 35, 20, 30, 16648);כי לא שלום ידברו ועל רגעי ארץ דברי מרמות יחשבון
(74834, -39, 5);[40, 300, 10, 8, 6];משיחו;18613;(27, 141, 4, 10, 18613);אישים;5;(27, 141, 4, 36, 74834);אל תט לבי לדבר רע להתעולל עללות ברשע את אישים פעלי און ובל אלחם במנעמיהם
(41388, -29, 5);[40, 300, 10, 8, 6];משיחו;10337;(27, 78, 42, 7, 10337);פדם;3;(27, 78, 42, 20, 41388);לא זכרו את ידו יום אשר פדם מני צר
(56415, -28, 5);[40, 300, 10, 8, 6];משיחו;14066;(27, 105, 29, 4, 14066);לדם;3;(27, 105, 29, 14, 56415);הפך את מימיהם לדם וימת את דגתם
(14719, -14, 5);[40, 300, 10, 8, 6];משיחו;3703;(27, 33, 1, 2, 3703);צדיקים;6;(27, 33, 1, 10, 14719);רננו צדיקים ביהוה לישרים נאוה תהלה
(18671, -11, 5);[40, 300, 10, 8, 6];משיחו;4688;(27, 38, 5, 8, 4688);ממני;2;(27, 38, 5, 29, 18671);כי עונתי עברו ראשי כמשא כבד יכבדו ממני
(6752, -5, 5);[40, 300, 10, 8, 6];משיחו;1709;(27, 18, 13, 1, 1709);מנגה;1;(27, 18, 13, 1, 6752);מנגה נגדו עביו עברו ברד וגחלי אש
