(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(3543, 59, 4);[8, 10, 300, 40];משיח;892;(28, 5, 8, 7, 892);פתח;3;(28, 5, 8, 25, 3543);הרחק מעליה דרכך ואל תקרב אל פתח ביתה
(9841, 64, 4);[8, 10, 300, 40];משיח;2502;(28, 12, 28, 3, 2502);חיים;1;(28, 12, 28, 9, 9841);בארח צדקה חיים ודרך נתיבה אל מות
(7178, 66, 4);[8, 10, 300, 40];משיח;1825;(28, 9, 15, 5, 1825);ארחותם;3;(28, 9, 15, 22, 7178);לקרא לעברי דרך המישרים ארחותם
(4448, 67, 4);[8, 10, 300, 40];משיח;1123;(28, 6, 18, 2, 1123);חרש;1;(28, 6, 18, 3, 4448);לב חרש מחשבות און רגלים ממהרות לרוץ לרעה
(6969, 67, 4);[8, 10, 300, 40];משיח;1770;(28, 9, 8, 2, 1770);תוכח;4;(28, 9, 8, 6, 6969);אל תוכח לץ פן ישנאך הוכח לחכם ויאהבך
(9528, 74, 4);[8, 10, 300, 40];משיח;2421;(28, 12, 17, 1, 2421);יפיח;4;(28, 12, 17, 4, 9528);יפיח אמונה יגיד צדק ועד שקרים מרמה
(25351, 74, 4);[8, 10, 300, 40];משיח;6614;(28, 30, 22, 8, 6614);לחם;2;(28, 30, 22, 25, 25351);תחת עבד כי ימלוך ונבל כי ישבע לחם
(23114, 77, 4);[8, 10, 300, 40];משיח;6024;(28, 28, 8, 5, 6024);לחונן;2;(28, 28, 8, 21, 23114);מרבה הונו בנשך ובתרבית לחונן דלים יקבצנו
(19173, 78, 4);[8, 10, 300, 40];משיח;4982;(28, 23, 29, 11, 4982);חנם;1;(28, 23, 29, 37, 19173);למי אוי למי אבוי למי מדונים למי שיח למי פצעים חנם למי חכללות עינים
(13585, 86, 4);[8, 10, 300, 40];משיח;3481;(28, 17, 5, 5, 3481);שמח;3;(28, 17, 5, 16, 13585);לעג לרש חרף עשהו שמח לאיד לא ינקה
(5168, 88, 4);[8, 10, 300, 40];משיח;1313;(28, 7, 7, 6, 1313);חסר;1;(28, 7, 7, 24, 5168);וארא בפתאים אבינה בבנים נער חסר לב
(1617, 89, 4);[8, 10, 300, 40];משיח;392;(28, 3, 2, 5, 392);חיים;1;(28, 3, 2, 15, 1617);כי ארך ימים ושנות חיים ושלום יוסיפו לך
(21784, 90, 4);[8, 10, 300, 40];משיח;5679;(28, 26, 19, 8, 5679);משחק;3;(28, 26, 19, 24, 21784);כן איש רמה את רעהו ואמר הלא משחק אני
(24467, 93, 4);[8, 10, 300, 40];משיח;6374;(28, 29, 25, 1, 6374);חרדת;1;(28, 29, 25, 1, 24467);חרדת אדם יתן מוקש ובוטח ביהוה ישגב
(11195, 100, 4);[8, 10, 300, 40];משיח;2854;(28, 14, 23, 8, 2854);למחסור;3;(28, 14, 23, 28, 11195);בכל עצב יהיה מותר ודבר שפתים אך למחסור
(13503, 100, 4);[8, 10, 300, 40];משיח;3458;(28, 17, 2, 8, 3458);יחלק;2;(28, 17, 2, 30, 13503);עבד משכיל ימשל בבן מביש ובתוך אחים יחלק נחלה
(2604, 51, 5);[8, 10, 300, 40, 30];למשיח;647;(28, 4, 2, 2, 647);לקח;3;(28, 4, 2, 5, 2604);כי לקח טוב נתתי לכם תורתי אל תעזבו
(7717, 2, 5);[8, 10, 300, 40, 40];ממשיח;1967;(28, 10, 17, 2, 1967);לחיים;2;(28, 10, 17, 5, 7717);ארח לחיים שומר מוסר ועוזב תוכחת מתעה
(4482, 4, 5);[8, 10, 300, 40, 40];ממשיח;1130;(28, 6, 19, 1, 1130);יפיח;4;(28, 6, 19, 4, 4482);יפיח כזבים עד שקר ומשלח מדנים בין אחים
(9378, 17, 6);[8, 10, 300, 40, 10, 40];מי משיח;2381;(28, 12, 11, 7, 2381);חסר;1;(28, 12, 11, 26, 9378);עבד אדמתו ישבע לחם ומרדף ריקים חסר לב
(21784, 28, 5);[8, 10, 300, 40, 5];המשיח;5679;(28, 26, 19, 8, 5679);משחק;3;(28, 26, 19, 24, 21784);כן איש רמה את רעהו ואמר הלא משחק אני
(13503, 100, 5);[8, 10, 300, 40, 5];המשיח;3458;(28, 17, 2, 8, 3458);יחלק;2;(28, 17, 2, 30, 13503);עבד משכיל ימשל בבן מביש ובתוך אחים יחלק נחלה
(9361, 17, 5);[10, 8, 10, 300, 40];משיחי;2377;(28, 12, 11, 3, 2377);ישבע;1;(28, 12, 11, 9, 9361);עבד אדמתו ישבע לחם ומרדף ריקים חסר לב
(24767, 53, 5);[10, 8, 10, 300, 40];משיחי;6457;(28, 30, 6, 6, 6457);יוכיח;4;(28, 30, 6, 19, 24767);אל תוסף על דבריו פן יוכיח בך ונכזבת
(10567, 58, 5);[10, 8, 10, 300, 40];משיחי;2695;(28, 14, 1, 6, 2695);בידיה;4;(28, 14, 1, 26, 10567);חכמות נשים בנתה ביתה ואולת בידיה תהרסנו
(6902, 67, 5);[10, 8, 10, 300, 40];משיחי;1753;(28, 9, 5, 5, 1753);ביין;2;(28, 9, 5, 18, 6902);לכו לחמו בלחמי ושתו ביין מסכתי
(24374, 93, 5);[10, 8, 10, 300, 40];משיחי;6348;(28, 29, 21, 5, 6348);יהיה;1;(28, 29, 21, 20, 24374);מפנק מנער עבדו ואחריתו יהיה מנון
(9361, 17, 7);[10, 8, 10, 300, 40, 10, 40];מי משיחי;2377;(28, 12, 11, 3, 2377);ישבע;1;(28, 12, 11, 9, 9361);עבד אדמתו ישבע לחם ומרדף ריקים חסר לב
(3562, 25, 5);[20, 8, 10, 300, 40];משיחך;897;(28, 5, 9, 4, 897);הודך;4;(28, 5, 9, 15, 3562);פן תתן לאחרים הודך ושנתיך לאכזרי
(10701, 47, 5);[20, 8, 10, 300, 40];משיחך;2729;(28, 14, 6, 3, 2729);חכמה;2;(28, 14, 6, 7, 10701);בקש לץ חכמה ואין ודעת לנבון נקל
(1353, 37, 5);[6, 8, 10, 300, 40];משיחו;330;(28, 2, 15, 4, 330);ונלוזים;4;(28, 2, 15, 19, 1353);אשר ארחתיהם עקשים ונלוזים במעגלותם
(4875, 45, 5);[6, 8, 10, 300, 40];משיחו;1236;(28, 6, 31, 7, 1236);ביתו;4;(28, 6, 31, 26, 4875);ונמצא ישלם שבעתים את כל הון ביתו יתן
(7112, 66, 5);[6, 8, 10, 300, 40];משיחו;1808;(28, 9, 13, 2, 1808);כסילות;5;(28, 9, 13, 8, 7112);אשת כסילות המיה פתיות ובל ידעה מה
(4381, 67, 5);[6, 8, 10, 300, 40];משיחו;1105;(28, 6, 15, 8, 1105);ואין;1;(28, 6, 15, 24, 4381);על כן פתאם יבוא אידו פתע ישבר ואין מרפא
(23037, 77, 5);[6, 8, 10, 300, 40];משיחו;6006;(28, 28, 6, 3, 6006);הולך;2;(28, 28, 6, 7, 23037);טוב רש הולך בתמו מעקש דרכים והוא עשיר
(21694, 90, 5);[6, 8, 10, 300, 40];משיחו;5654;(28, 26, 16, 3, 5654);בעיניו;6;(28, 26, 16, 12, 21694);חכם עצל בעיניו משבעה משיבי טעם
(4478, 4, 5);[5, 8, 10, 300, 40];משיחה;1129;(28, 6, 18, 8, 1129);לרעה;4;(28, 6, 18, 33, 4478);לב חרש מחשבות און רגלים ממהרות לרוץ לרעה
(3484, 59, 5);[5, 8, 10, 300, 40];משיחה;875;(28, 5, 6, 6, 875);מעגלתיה;7;(28, 5, 6, 23, 3484);ארח חיים פן תפלס נעו מעגלתיה לא תדע
(25277, 74, 5);[5, 8, 10, 300, 40];משיחה;6592;(28, 30, 20, 6, 6592);ומחתה;5;(28, 30, 20, 22, 25277);כן דרך אשה מנאפת אכלה ומחתה פיה ואמרה לא פעלתי און
(4478, 4, 6);[5, 8, 10, 300, 40, 40];ממשיחה;1129;(28, 6, 18, 8, 1129);לרעה;4;(28, 6, 18, 33, 4478);לב חרש מחשבות און רגלים ממהרות לרוץ לרעה
(10995, 100, 6);[6, 50, 8, 10, 300, 40];משיחנו;2804;(28, 14, 16, 7, 2804);ובוטח;3;(28, 14, 16, 25, 10995);חכם ירא וסר מרע וכסיל מתעבר ובוטח
