(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(25344, 74, 4);[8, 10, 300, 40];משיח;6614;(28, 30, 22, 8, 6614);לחם;2;(28, 30, 22, 25, 25344);תחת עבד כי ימלוך ונבל כי ישבע לחם
(5616, 78, 4);[8, 10, 300, 40];משיח;1428;(28, 7, 23, 8, 1428);פח;2;(28, 7, 23, 24, 5616);עד יפלח חץ כבדו כמהר צפור אל פח ולא ידע כי בנפשו הוא
(19164, 78, 4);[8, 10, 300, 40];משיח;4982;(28, 23, 29, 11, 4982);חנם;1;(28, 23, 29, 37, 19164);למי אוי למי אבוי למי מדונים למי שיח למי פצעים חנם למי חכללות עינים
(13576, 86, 4);[8, 10, 300, 40];משיח;3481;(28, 17, 5, 5, 3481);שמח;3;(28, 17, 5, 16, 13576);לעג לרש חרף עשהו שמח לאיד לא ינקה
(23521, 86, 4);[8, 10, 300, 40];משיח;6131;(28, 28, 21, 7, 6131);לחם;2;(28, 28, 21, 19, 23521);הכר פנים לא טוב ועל פת לחם יפשע גבר
(5165, 88, 4);[8, 10, 300, 40];משיח;1313;(28, 7, 7, 6, 1313);חסר;1;(28, 7, 7, 24, 5165);וארא בפתאים אבינה בבנים נער חסר לב
(1615, 89, 4);[8, 10, 300, 40];משיח;392;(28, 3, 2, 5, 392);חיים;1;(28, 3, 2, 15, 1615);כי ארך ימים ושנות חיים ושלום יוסיפו לך
(18347, 90, 4);[8, 10, 300, 40];משיח;4760;(28, 23, 1, 3, 4760);ללחום;3;(28, 23, 1, 8, 18347);כי תשב ללחום את מושל בין תבין את אשר לפניך
(24461, 93, 4);[8, 10, 300, 40];משיח;6374;(28, 29, 25, 1, 6374);חרדת;1;(28, 29, 25, 1, 24461);חרדת אדם יתן מוקש ובוטח ביהוה ישגב
(11185, 100, 4);[8, 10, 300, 40];משיח;2854;(28, 14, 23, 8, 2854);למחסור;3;(28, 14, 23, 28, 11185);בכל עצב יהיה מותר ודבר שפתים אך למחסור
(13494, 100, 4);[8, 10, 300, 40];משיח;3458;(28, 17, 2, 8, 3458);יחלק;2;(28, 17, 2, 30, 13494);עבד משכיל ימשל בבן מביש ובתוך אחים יחלק נחלה
(2602, 51, 5);[8, 10, 300, 40, 30];למשיח;647;(28, 4, 2, 2, 647);לקח;3;(28, 4, 2, 5, 2602);כי לקח טוב נתתי לכם תורתי אל תעזבו
(7710, 2, 5);[8, 10, 300, 40, 40];ממשיח;1967;(28, 10, 17, 2, 1967);לחיים;2;(28, 10, 17, 5, 7710);ארח לחיים שומר מוסר ועזב תוכחת מתעה
(4479, 4, 5);[8, 10, 300, 40, 40];ממשיח;1130;(28, 6, 19, 1, 1130);יפיח;4;(28, 6, 19, 4, 4479);יפיח כזבים עד שקר ומשלח מדנים בין אחים
(23192, 71, 5);[8, 10, 300, 40, 40];ממשיח;6044;(28, 28, 11, 1, 6044);חכם;1;(28, 28, 11, 1, 23192);חכם בעיניו איש עשיר ודל מבין יחקרנו
(18347, 90, 5);[8, 10, 300, 40, 40];ממשיח;4760;(28, 23, 1, 3, 4760);ללחום;3;(28, 23, 1, 8, 18347);כי תשב ללחום את מושל בין תבין את אשר לפניך
(9370, 17, 6);[8, 10, 300, 40, 10, 40];מי משיח;2381;(28, 12, 11, 7, 2381);חסר;1;(28, 12, 11, 26, 9370);עבד אדמתו ישבע לחם ומרדף ריקים חסר לב
(10616, 58, 6);[8, 10, 300, 40, 10, 40];מי משיח;2709;(28, 14, 3, 6, 2709);חכמים;1;(28, 14, 3, 20, 10616);בפי אויל חטר גאוה ושפתי חכמים תשמורם
(21775, 28, 5);[8, 10, 300, 40, 5];המשיח;5679;(28, 26, 19, 8, 5679);משחק;3;(28, 26, 19, 24, 21775);כן איש רמה את רעהו ואמר הלא משחק אני
(13494, 100, 5);[8, 10, 300, 40, 5];המשיח;3458;(28, 17, 2, 8, 3458);יחלק;2;(28, 17, 2, 30, 13494);עבד משכיל ימשל בבן מביש ובתוך אחים יחלק נחלה
(9353, 17, 5);[10, 8, 10, 300, 40];משיחי;2377;(28, 12, 11, 3, 2377);ישבע;1;(28, 12, 11, 9, 9353);עבד אדמתו ישבע לחם ומרדף ריקים חסר לב
(24761, 53, 5);[10, 8, 10, 300, 40];משיחי;6457;(28, 30, 6, 6, 6457);יוכיח;4;(28, 30, 6, 19, 24761);אל תוסף על דבריו פן יוכיח בך ונכזבת
(10558, 58, 5);[10, 8, 10, 300, 40];משיחי;2695;(28, 14, 1, 6, 2695);בידיה;4;(28, 14, 1, 26, 10558);חכמות נשים בנתה ביתה ואולת בידיה תהרסנו
(6896, 67, 5);[10, 8, 10, 300, 40];משיחי;1753;(28, 9, 5, 5, 1753);ביין;2;(28, 9, 5, 18, 6896);לכו לחמו בלחמי ושתו ביין מסכתי
(24368, 93, 5);[10, 8, 10, 300, 40];משיחי;6348;(28, 29, 21, 5, 6348);יהיה;1;(28, 29, 21, 20, 24368);מפנק מנער עבדו ואחריתו יהיה מנון
(9353, 17, 7);[10, 8, 10, 300, 40, 10, 40];מי משיחי;2377;(28, 12, 11, 3, 2377);ישבע;1;(28, 12, 11, 9, 9353);עבד אדמתו ישבע לחם ומרדף ריקים חסר לב
(10558, 58, 7);[10, 8, 10, 300, 40, 10, 40];מי משיחי;2695;(28, 14, 1, 6, 2695);בידיה;4;(28, 14, 1, 26, 10558);חכמות נשים בנתה ביתה ואולת בידיה תהרסנו
(3560, 25, 5);[20, 8, 10, 300, 40];משיחך;897;(28, 5, 9, 4, 897);הודך;4;(28, 5, 9, 15, 3560);פן תתן לאחרים הודך ושנתיך לאכזרי
(10692, 47, 5);[20, 8, 10, 300, 40];משיחך;2729;(28, 14, 6, 3, 2729);חכמה;2;(28, 14, 6, 7, 10692);בקש לץ חכמה ואין ודעת לנבון נקל
(1351, 37, 5);[6, 8, 10, 300, 40];משיחו;330;(28, 2, 15, 4, 330);ונלוזים;4;(28, 2, 15, 19, 1351);אשר ארחתיהם עקשים ונלוזים במעגלותם
(4872, 45, 5);[6, 8, 10, 300, 40];משיחו;1236;(28, 6, 31, 7, 1236);ביתו;4;(28, 6, 31, 26, 4872);ונמצא ישלם שבעתים את כל הון ביתו יתן
(7106, 66, 5);[6, 8, 10, 300, 40];משיחו;1808;(28, 9, 13, 2, 1808);כסילות;5;(28, 9, 13, 8, 7106);אשת כסילות המיה פתיות ובל ידעה מה
(4378, 67, 5);[6, 8, 10, 300, 40];משיחו;1105;(28, 6, 15, 8, 1105);ואין;1;(28, 6, 15, 24, 4378);על כן פתאם יבוא אידו פתע ישבר ואין מרפא
(4475, 4, 5);[5, 8, 10, 300, 40];משיחה;1129;(28, 6, 18, 8, 1129);לרעה;4;(28, 6, 18, 33, 4475);לב חרש מחשבות און רגלים ממהרות לרוץ לרעה
(3482, 59, 5);[5, 8, 10, 300, 40];משיחה;875;(28, 5, 6, 6, 875);מעגלתיה;7;(28, 5, 6, 23, 3482);ארח חיים פן תפלס נעו מעגלתיה לא תדע
(25270, 74, 5);[5, 8, 10, 300, 40];משיחה;6592;(28, 30, 20, 6, 6592);ומחתה;5;(28, 30, 20, 22, 25270);כן דרך אשה מנאפת אכלה ומחתה פיה ואמרה לא פעלתי און
(4475, 4, 6);[5, 8, 10, 300, 40, 40];ממשיחה;1129;(28, 6, 18, 8, 1129);לרעה;4;(28, 6, 18, 33, 4475);לב חרש מחשבות און רגלים ממהרות לרוץ לרעה
(10985, 100, 6);[6, 50, 8, 10, 300, 40];משיחנו;2804;(28, 14, 16, 7, 2804);ובוטח;3;(28, 14, 16, 25, 10985);חכם ירא וסר מרע וכסיל מתעבר ובוטח
