(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(8453, -32, 4);[40, 300, 10, 8];משיח;2334;(33, 9, 10, 10, 2334);מעשה;1;(33, 9, 10, 30, 8453);כל אשר תמצא ידך לעשות בכחך עשה כי אין מעשה וחשבון ודעת וחכמה בשאול אשר אתה הלך שמה
(3289, -30, 4);[40, 300, 10, 8];משיח;884;(33, 4, 1, 15, 884);להם;3;(33, 4, 1, 59, 3289);ושבתי אני ואראה את כל העשקים אשר נעשים תחת השמש והנה דמעת העשקים ואין להם מנחם ומיד עשקיהם כח ואין להם מנחם
(9841, -26, 4);[40, 300, 10, 8];משיח;2691;(33, 11, 3, 11, 2691);בדרום;5;(33, 11, 3, 40, 9841);אם ימלאו העבים גשם על הארץ יריקו ואם יפול עץ בדרום ואם בצפון מקום שיפול העץ שם יהוא
(9154, -22, 4);[40, 300, 10, 8];משיח;2514;(33, 10, 6, 3, 2514);במרומים;2;(33, 10, 6, 9, 9154);נתן הסכל במרומים רבים ועשירים בשפל ישבו
(3764, -20, 4);[40, 300, 10, 8];משיח;1024;(33, 4, 11, 9, 1024);יחם;3;(33, 4, 11, 30, 3764);גם אם ישכבו שנים וחם להם ולאחד איך יחם
(1683, -8, 4);[40, 300, 10, 8];משיח;441;(33, 2, 16, 9, 441);הימים;5;(33, 2, 16, 36, 1683);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(7668, -87, 5);[30, 40, 300, 10, 8];למשיח;2113;(33, 8, 16, 12, 2113);על;2;(33, 8, 16, 43, 7668);כאשר נתתי את לבי לדעת חכמה ולראות את הענין אשר נעשה על הארץ כי גם ביום ובלילה שנה בעיניו איננו ראה
(9576, -61, 5);[30, 40, 300, 10, 8];למשיח;2620;(33, 10, 17, 10, 2620);ולא;2;(33, 10, 17, 41, 9576);אשריך ארץ שמלכך בן חורים ושריך בעת יאכלו בגבורה ולא בשתי
(1691, -8, 5);[30, 40, 300, 10, 8];למשיח;443;(33, 2, 16, 11, 443);הכל;3;(33, 2, 16, 44, 1691);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(8339, -83, 5);[40, 40, 300, 10, 8];ממשיח;2298;(33, 9, 9, 2, 2298);חיים;4;(33, 9, 9, 7, 8339);ראה חיים עם אשה אשר אהבת כל ימי חיי הבלך אשר נתן לך תחת השמש כל ימי הבלך כי הוא חלקך בחיים ובעמלך אשר אתה עמל תחת השמש
(4117, -81, 5);[40, 40, 300, 10, 8];ממשיח;1119;(33, 5, 1, 13, 1119);האלהים;6;(33, 5, 1, 48, 4117);אל תבהל על פיך ולבך אל ימהר להוציא דבר לפני האלהים כי האלהים בשמים ואתה על הארץ על כן יהיו דבריך מעטים
(3784, -20, 5);[40, 40, 300, 10, 8];ממשיח;1029;(33, 4, 12, 5, 1029);יעמדו;3;(33, 4, 12, 20, 3784);ואם יתקפו האחד השנים יעמדו נגדו והחוט המשלש לא במהרה ינתק
(8390, -71, 5);[5, 40, 300, 10, 8];המשיח;2316;(33, 9, 9, 20, 2316);הוא;1;(33, 9, 9, 58, 8390);ראה חיים עם אשה אשר אהבת כל ימי חיי הבלך אשר נתן לך תחת השמש כל ימי הבלך כי הוא חלקך בחיים ובעמלך אשר אתה עמל תחת השמש
(3289, -30, 5);[40, 300, 10, 8, 10];משיחי;884;(33, 4, 1, 15, 884);להם;3;(33, 4, 1, 59, 3289);ושבתי אני ואראה את כל העשקים אשר נעשים תחת השמש והנה דמעת העשקים ואין להם מנחם ומיד עשקיהם כח ואין להם מנחם
(1683, -8, 5);[40, 300, 10, 8, 10];משיחי;441;(33, 2, 16, 9, 441);הימים;5;(33, 2, 16, 36, 1683);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(1691, -8, 6);[30, 40, 300, 10, 8, 10];למשיחי;443;(33, 2, 16, 11, 443);הכל;3;(33, 2, 16, 44, 1691);כי אין זכרון לחכם עם הכסיל לעולם בשכבר הימים הבאים הכל נשכח ואיך ימות החכם עם הכסיל
(3593, -37, 5);[40, 300, 10, 8, 20];משיחך;975;(33, 4, 8, 14, 975);גם;2;(33, 4, 8, 39, 3593);יש אחד ואין שני גם בן ואח אין לו ואין קץ לכל עמלו גם עיניו לא תשבע עשר ולמי אני עמל ומחסר את נפשי מטובה גם זה הבל וענין רע הוא
(4036, -81, 5);[40, 300, 10, 8, 6];משיחו;1098;(33, 4, 17, 9, 1098);לשמע;3;(33, 4, 17, 34, 4036);שמר רגליך כאשר תלך אל בית האלהים וקרוב לשמע מתת הכסילים זבח כי אינם יודעים לעשות רע
(4117, -81, 6);[40, 40, 300, 10, 8, 6];ממשיחו;1119;(33, 5, 1, 13, 1119);האלהים;6;(33, 5, 1, 48, 4117);אל תבהל על פיך ולבך אל ימהר להוציא דבר לפני האלהים כי האלהים בשמים ואתה על הארץ על כן יהיו דבריך מעטים
(6688, -73, 5);[40, 300, 10, 8, 5];משיחה;1838;(33, 7, 27, 4, 1838);אמרה;2;(33, 7, 27, 12, 6688);ראה זה מצאתי אמרה קהלת אחת לאחת למצא חשבון
(9154, -22, 5);[40, 300, 10, 8, 5];משיחה;2514;(33, 10, 6, 3, 2514);במרומים;2;(33, 10, 6, 9, 9154);נתן הסכל במרומים רבים ועשירים בשפל ישבו
