(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(7164, -67, 4);[40, 300, 10, 8];משיח;1824;(28, 9, 15, 4, 1824);המישרים;2;(28, 9, 15, 14, 7164);לקרא לעברי דרך המישרים ארחותם
(14681, -67, 4);[40, 300, 10, 8];משיח;3780;(28, 18, 15, 6, 3780);חכמים;3;(28, 18, 15, 20, 14681);לב נבון יקנה דעת ואזן חכמים תבקש דעת
(7370, -66, 4);[40, 300, 10, 8];משיח;1878;(28, 10, 4, 6, 1878);חרוצים;6;(28, 10, 4, 21, 7370);ראש עשה כף רמיה ויד חרוצים תעשיר
(10025, -64, 4);[40, 300, 10, 8];משיח;2556;(28, 13, 7, 5, 2556);מתרושש;1;(28, 13, 7, 14, 10025);יש מתעשר ואין כל מתרושש והון רב
(3718, -59, 4);[40, 300, 10, 8];משיח;935;(28, 5, 15, 2, 935);מים;1;(28, 5, 15, 4, 3718);שתה מים מבורך ונזלים מתוך בארך
(10790, -58, 4);[40, 300, 10, 8];משיח;2753;(28, 14, 9, 5, 2753);ישרים;5;(28, 14, 9, 21, 10790);אולים יליץ אשם ובין ישרים רצון
(24973, -53, 4);[40, 300, 10, 8];משיח;6515;(28, 30, 13, 2, 6515);מה;1;(28, 30, 13, 4, 24973);דור מה רמו עיניו ועפעפיו ינשאו
(2755, -51, 4);[40, 300, 10, 8];משיח;689;(28, 4, 7, 4, 689);חכמה;3;(28, 4, 7, 15, 2755);ראשית חכמה קנה חכמה ובכל קנינך קנה בינה
(12555, -51, 4);[40, 300, 10, 8];משיח;3209;(28, 16, 3, 6, 3209);מחשבתיך;1;(28, 16, 3, 19, 12555);גל אל יהוה מעשיך ויכנו מחשבתיך
(16291, -50, 4);[40, 300, 10, 8];משיח;4213;(28, 20, 18, 6, 4213);מלחמה;4;(28, 20, 18, 29, 16291);מחשבות בעצה תכון ובתחבלות עשה מלחמה
(10880, -47, 4);[40, 300, 10, 8];משיח;2777;(28, 14, 13, 1, 2777);גם;2;(28, 14, 13, 2, 10880);גם בשחק יכאב לב ואחריתה שמחה תוגה
(5052, -45, 4);[40, 300, 10, 8];משיח;1285;(28, 7, 3, 4, 1285);כתבם;4;(28, 7, 3, 17, 5052);קשרם על אצבעתיך כתבם על לוח לבך
(21541, -42, 4);[40, 300, 10, 8];משיח;5615;(28, 26, 10, 7, 5615);עברים;5;(28, 26, 10, 26, 21541);רב מחולל כל ושכר כסיל ושכר עברים
(23082, -42, 4);[40, 300, 10, 8];משיח;6018;(28, 28, 7, 7, 6018);יכלים;5;(28, 28, 7, 29, 23082);נוצר תורה בן מבין ורעה זוללים יכלים אביו
(20374, -40, 4);[40, 300, 10, 8];משיח;5298;(28, 24, 34, 4, 5298);ומחסריך;2;(28, 24, 34, 14, 20374);ובא מתהלך רישך ומחסריך כאיש מגן
(1499, -37, 4);[40, 300, 10, 8];משיח;364;(28, 2, 20, 4, 364);טובים;5;(28, 2, 20, 16, 1499);למען תלך בדרך טובים וארחות צדיקים תשמר
(21859, -28, 4);[40, 300, 10, 8];משיח;5699;(28, 26, 22, 3, 5699);כמתלהמים;6;(28, 26, 22, 14, 21859);דברי נרגן כמתלהמים והם ירדו חדרי בטן
(6070, -27, 4);[40, 300, 10, 8];משיח;1545;(28, 8, 12, 6, 1545);מזמות;3;(28, 8, 12, 23, 6070);אני חכמה שכנתי ערמה ודעת מזמות אמצא
(3660, -25, 4);[40, 300, 10, 8];משיח;920;(28, 5, 13, 2, 920);שמעתי;2;(28, 5, 13, 5, 3660);ולא שמעתי בקול מורי ולמלמדי לא הטיתי אזני
(9421, -17, 4);[40, 300, 10, 8];משיח;2395;(28, 12, 13, 6, 2395);מצרה;1;(28, 12, 13, 20, 9421);בפשע שפתים מוקש רע ויצא מצרה צדיק
(20819, -14, 4);[40, 300, 10, 8];משיח;5418;(28, 25, 14, 7, 5418);במתת;2;(28, 25, 14, 27, 20819);נשיאים ורוח וגשם אין איש מתהלל במתת שקר
(4491, -4, 4);[40, 300, 10, 8];משיח;1134;(28, 6, 19, 5, 1134);ומשלח;2;(28, 6, 19, 16, 4491);יפיח כזבים עד שקר ומשלח מדנים בין אחים
(7716, -2, 4);[40, 300, 10, 8];משיח;1968;(28, 10, 17, 3, 1968);שומר;3;(28, 10, 17, 11, 7716);ארח לחיים שומר מוסר ועזב תוכחת מתעה
(2806, -51, 5);[30, 40, 300, 10, 8];למשיח;701;(28, 4, 9, 3, 701);לוית;1;(28, 4, 9, 9, 2806);תתן לראשך לוית חן עטרת תפארת תמגנך
(18707, -90, 5);[40, 40, 300, 10, 8];ממשיח;4858;(28, 23, 13, 3, 4858);מנער;1;(28, 23, 13, 7, 18707);אל תמנע מנער מוסר כי תכנו בשבט לא ימות
(23476, -71, 5);[40, 40, 300, 10, 8];ממשיח;6118;(28, 28, 20, 2, 6118);אמונות;2;(28, 28, 20, 5, 23476);איש אמונות רב ברכות ואץ להעשיר לא ינקה
(4495, -4, 5);[40, 40, 300, 10, 8];ממשיח;1135;(28, 6, 19, 6, 1135);מדנים;1;(28, 6, 19, 20, 4495);יפיח כזבים עד שקר ומשלח מדנים בין אחים
(7718, -2, 5);[40, 40, 300, 10, 8];ממשיח;1969;(28, 10, 17, 4, 1969);מוסר;1;(28, 10, 17, 13, 7718);ארח לחיים שומר מוסר ועזב תוכחת מתעה
(10906, -58, 6);[40, 10, 40, 300, 10, 8];מי משיח;2784;(28, 14, 14, 1, 2784);מדרכיו;1;(28, 14, 14, 1, 10906);מדרכיו ישבע סוג לב ומעליו איש טוב
(9455, -17, 6);[40, 10, 40, 300, 10, 8];מי משיח;2404;(28, 12, 14, 8, 2404);אדם;3;(28, 12, 14, 27, 9455);מפרי פי איש ישבע טוב וגמול ידי אדם ישוב לו
(13894, -100, 5);[5, 40, 300, 10, 8];המשיח;3566;(28, 17, 16, 2, 3566);זה;2;(28, 17, 16, 5, 13894);למה זה מחיר ביד כסיל לקנות חכמה ולב אין
(21887, -28, 5);[5, 40, 300, 10, 8];המשיח;5706;(28, 26, 23, 3, 5706);מצפה;4;(28, 26, 23, 12, 21887);כסף סיגים מצפה על חרש שפתים דלקים ולב רע
(24740, -93, 5);[40, 300, 10, 8, 10];משיחי;6450;(28, 30, 5, 7, 6450);לחסים;5;(28, 30, 5, 26, 24740);כל אמרת אלוה צרופה מגן הוא לחסים בו
(7164, -67, 5);[40, 300, 10, 8, 10];משיחי;1824;(28, 9, 15, 4, 1824);המישרים;2;(28, 9, 15, 14, 7164);לקרא לעברי דרך המישרים ארחותם
(10790, -58, 5);[40, 300, 10, 8, 10];משיחי;2753;(28, 14, 9, 5, 2753);ישרים;5;(28, 14, 9, 21, 10790);אולים יליץ אשם ובין ישרים רצון
(24973, -53, 5);[40, 300, 10, 8, 10];משיחי;6515;(28, 30, 13, 2, 6515);מה;1;(28, 30, 13, 4, 24973);דור מה רמו עיניו ועפעפיו ינשאו
(9421, -17, 5);[40, 300, 10, 8, 10];משיחי;2395;(28, 12, 13, 6, 2395);מצרה;1;(28, 12, 13, 20, 9421);בפשע שפתים מוקש רע ויצא מצרה צדיק
(10906, -58, 7);[40, 10, 40, 300, 10, 8, 10];מי משיחי;2784;(28, 14, 14, 1, 2784);מדרכיו;1;(28, 14, 14, 1, 10906);מדרכיו ישבע סוג לב ומעליו איש טוב
(9455, -17, 7);[40, 10, 40, 300, 10, 8, 10];מי משיחי;2404;(28, 12, 14, 8, 2404);אדם;3;(28, 12, 14, 27, 9455);מפרי פי איש ישבע טוב וגמול ידי אדם ישוב לו
(10880, -47, 5);[40, 300, 10, 8, 20];משיחך;2777;(28, 14, 13, 1, 2777);גם;2;(28, 14, 13, 2, 10880);גם בשחק יכאב לב ואחריתה שמחה תוגה
(3660, -25, 5);[40, 300, 10, 8, 20];משיחך;920;(28, 5, 13, 2, 920);שמעתי;2;(28, 5, 13, 5, 3660);ולא שמעתי בקול מורי ולמלמדי לא הטיתי אזני
(4646, -67, 5);[40, 300, 10, 8, 6];משיחו;1174;(28, 6, 24, 4, 1174);מחלקת;1;(28, 6, 24, 12, 4646);לשמרך מאשת רע מחלקת לשון נכריה
(7370, -66, 5);[40, 300, 10, 8, 6];משיחו;1878;(28, 10, 4, 6, 1878);חרוצים;6;(28, 10, 4, 21, 7370);ראש עשה כף רמיה ויד חרוצים תעשיר
(5052, -45, 5);[40, 300, 10, 8, 6];משיחו;1285;(28, 7, 3, 4, 1285);כתבם;4;(28, 7, 3, 17, 5052);קשרם על אצבעתיך כתבם על לוח לבך
(1499, -37, 5);[40, 300, 10, 8, 6];משיחו;364;(28, 2, 20, 4, 364);טובים;5;(28, 2, 20, 16, 1499);למען תלך בדרך טובים וארחות צדיקים תשמר
(25566, -74, 5);[40, 300, 10, 8, 5];משיחה;6671;(28, 30, 31, 2, 6671);מתנים;1;(28, 30, 31, 6, 25566);זרזיר מתנים או תיש ומלך אלקום עמו
(3718, -59, 5);[40, 300, 10, 8, 5];משיחה;935;(28, 5, 15, 2, 935);מים;1;(28, 5, 15, 4, 3718);שתה מים מבורך ונזלים מתוך בארך
(4491, -4, 5);[40, 300, 10, 8, 5];משיחה;1134;(28, 6, 19, 5, 1134);ומשלח;2;(28, 6, 19, 16, 4491);יפיח כזבים עד שקר ומשלח מדנים בין אחים
(4495, -4, 6);[40, 40, 300, 10, 8, 5];ממשיחה;1135;(28, 6, 19, 6, 1135);מדנים;1;(28, 6, 19, 20, 4495);יפיח כזבים עד שקר ומשלח מדנים בין אחים
(11485, -100, 6);[40, 300, 10, 8, 50, 6];משיחנו;2929;(28, 14, 34, 5, 2929);לאמים;5;(28, 14, 34, 21, 11485);צדקה תרומם גוי וחסד לאמים חטאת
